DateTime,Open,High,Low,Close
2025-02-14 13:00:00,609.92,610.75,609.42,609.98
2025-02-14 17:00:00,609.93,609.95,609.48,609.78
2025-02-18 13:00:00,610.34,611.5,608.38,611.0
2025-02-18 17:00:00,611.0,612.15,610.92,612.08
2025-02-19 13:00:00,611.56,613.23,610.65,612.14
2025-02-19 17:00:00,612.14,612.93,611.38,611.46
2025-02-20 13:00:00,608.03,610.7,607.65,610.0
2025-02-20 17:00:00,610.07,610.6,609.83,610.4
2025-02-21 13:00:00,603.83,603.85,599.47,599.94
2025-02-21 17:00:00,599.97,600.38,599.88,600.24
2025-02-24 13:00:00,600.64,601.71,596.64,597.63
2025-02-24 17:00:00,597.6,598.44,596.64,598.42
2025-02-25 13:00:00,594.78,596.64,593.01,595.03
2025-02-25 17:00:00,594.93,596.03,594.24,595.36
2025-02-26 13:00:00,595.59,600.0,591.86,596.3
2025-02-26 17:00:00,596.2,596.75,593.47,594.43
2025-02-27 13:00:00,593.44,595.16,584.65,585.57
2025-02-27 17:00:00,585.61,586.25,583.68,585.3
2025-02-28 13:00:00,583.69,594.72,582.44,593.45
2025-02-28 17:00:00,593.45,594.3,593.34,594.3
2025-03-03 13:00:00,592.02,594.22,579.9,585.17
2025-03-03 17:00:00,585.15,585.97,583.77,583.94
2025-03-04 13:00:00,576.51,585.39,574.17,580.39
2025-03-04 17:00:00,580.31,581.54,576.86,580.1
2025-03-05 13:00:00,580.75,584.88,575.07,582.52
2025-03-05 17:00:00,582.47,583.26,581.8,582.31
2025-03-06 13:00:00,572.98,575.17,570.12,574.2
2025-03-06 17:00:00,574.09,575.69,572.71,575.15
2025-03-07 13:00:00,570.19,577.39,568.16,575.41
2025-03-07 17:00:00,575.59,575.75,574.35,574.71
2025-03-10 13:00:00,562.99,563.17,555.59,561.25
2025-03-10 17:00:00,561.28,561.47,554.48,555.76
2025-03-11 13:00:00,554.32,564.02,552.02,556.27
2025-03-11 17:00:00,556.22,558.4,555.92,557.86
2025-03-12 13:00:00,559.1,561.9,556.37,558.39
2025-03-12 17:00:00,558.37,560.94,558.15,559.83
2025-03-13 13:00:00,552.58,559.13,549.68,552.5
2025-03-13 17:00:00,552.43,555.54,551.42,555.22
2025-03-14 13:00:00,562.07,563.83,551.49,561.75
2025-03-14 17:00:00,561.9,562.81,561.42,562.08
2025-03-17 13:00:00,564.6,569.71,563.96,566.98
2025-03-17 17:00:00,567.03,567.58,566.35,566.45
2025-03-18 13:00:00,560.86,562.22,559.22,560.9
2025-03-18 17:00:00,560.9,562.88,560.09,562.52
2025-03-19 13:00:00,564.95,586.86,562.0,566.99
2025-03-19 17:00:00,567.13,569.3,567.04,569.09
2025-03-20 13:00:00,565.86,569.36,563.77,565.82
2025-03-20 17:00:00,565.49,566.17,564.15,564.74
2025-03-21 13:00:00,563.65,564.89,561.48,564.59
2025-03-21 17:00:00,564.56,565.11,563.98,565.0
2025-03-24 13:00:00,573.14,575.15,572.05,573.98
2025-03-24 17:00:00,574.07,574.18,573.49,574.18
2025-03-25 13:00:00,574.96,575.94,573.69,575.89
2025-03-25 17:00:00,575.88,576.45,575.46,576.18
2025-03-26 13:00:00,569.49,570.2,567.19,568.29
2025-03-26 17:00:00,568.27,568.49,566.03,567.98
2025-03-27 13:00:00,566.66,570.03,566.38,567.0
2025-03-27 17:00:00,567.14,567.34,566.1,567.2
2025-03-28 13:00:00,556.5,556.97,553.75,553.76
2025-03-28 17:00:00,553.7,555.66,553.7,554.15
2025-03-31 13:00:00,553.26,560.71,552.71,557.97
2025-03-31 17:00:00,557.96,559.39,555.7,556.23
2025-04-01 13:00:00,560.67,561.52,556.15,560.75
2025-04-01 17:00:00,560.61,563.0,559.99,560.2
2025-04-02 13:00:00,565.69,570.74,550.5,552.29
2025-04-02 17:00:00,552.3,564.52,542.2,546.8
2025-04-03 13:00:00,543.46,544.37,535.65,536.21
2025-04-03 17:00:00,536.25,537.76,534.91,536.57
2025-04-04 13:00:00,512.08,523.64,502.19,504.5
2025-04-04 17:00:00,504.67,506.26,504.45,505.5
2025-04-07 13:00:00,495.63,510.47,495.59,506.45
2025-04-07 17:00:00,506.49,512.09,504.38,508.98
2025-04-08 13:00:00,507.08,509.11,486.2,496.0
2025-04-08 17:00:00,495.95,496.5,487.19,488.28
2025-04-09 13:00:00,501.25,548.62,497.56,545.82
2025-04-09 17:00:00,545.82,548.62,542.1,544.06
2025-04-10 13:00:00,519.67,529.71,512.87,525.16
2025-04-10 17:00:00,525.16,527.5,515.7,518.1
2025-04-11 13:00:00,531.77,536.43,528.84,534.37
2025-04-11 17:00:00,534.35,534.5,533.66,534.29
2025-04-14 13:00:00,535.6,542.58,535.29,538.05
2025-04-14 17:00:00,538.06,539.12,536.22,538.32
2025-04-15 13:00:00,539.01,539.9,536.81,537.4
2025-04-15 17:00:00,537.35,538.2,531.8,532.8
2025-04-16 13:00:00,530.93,537.89,520.29,525.0
2025-04-16 17:00:00,524.95,528.39,524.63,528.23
2025-04-17 13:00:00,529.92,531.16,525.71,527.79
2025-04-17 17:00:00,527.9,528.0,526.41,527.1
2025-04-21 13:00:00,511.26,514.87,508.46,513.84
2025-04-21 17:00:00,513.83,516.51,512.77,516.15
2025-04-22 13:00:00,527.57,528.97,521.76,526.91
2025-04-22 17:00:00,526.8,537.83,526.8,535.08
2025-04-23 13:00:00,538.2,539.59,533.88,536.9
2025-04-23 17:00:00,536.93,537.85,534.46,536.72
2025-04-24 13:00:00,545.43,549.33,544.03,547.38
2025-04-24 17:00:00,547.36,549.9,546.69,549.81
2025-04-25 13:00:00,549.12,551.77,546.76,550.82
2025-04-25 17:00:00,550.85,551.25,550.58,551.23
2025-04-28 13:00:00,546.46,552.28,545.02,550.18
2025-04-28 17:00:00,550.3,551.77,549.5,551.46
2025-04-29 13:00:00,551.08,555.45,550.77,554.13
2025-04-29 17:00:00,554.12,554.32,551.86,551.93
2025-04-30 13:00:00,549.55,558.44,547.14,557.8
2025-04-30 17:00:00,557.75,560.13,554.54,560.07
2025-05-01 13:00:00,559.64,562.69,556.0,557.0
2025-05-01 17:00:00,557.06,562.3,555.3,561.83
2025-05-02 13:00:00,567.5,568.38,566.02,567.06
2025-05-02 17:00:00,567.07,567.25,566.55,566.83
2025-05-05 13:00:00,565.6,566.65,562.72,563.24
2025-05-05 17:00:00,563.25,563.51,562.31,562.65
2025-05-06 13:00:00,559.24,561.4,556.82,557.85
2025-05-06 17:00:00,557.9,565.06,557.25,563.79
2025-05-07 13:00:00,561.24,563.82,556.04,560.99
2025-05-07 17:00:00,561.0,563.13,560.13,562.94
2025-05-08 13:00:00,570.11,570.21,564.54,564.76
2025-05-08 17:00:00,564.89,565.22,563.22,564.14
2025-05-09 13:00:00,563.4,565.89,562.87,564.87
2025-05-09 17:00:00,564.8,565.13,564.34,565.0
2025-05-12 13:00:00,581.08,583.96,564.43,583.2
2025-05-12 17:00:00,583.21,583.37,581.29,581.48
