DateTime,Open,High,Low,Close
2025-04-29 10:00:00,550.68,552.8,549.69,552.2
2025-04-29 10:10:00,552.18,552.26,550.95,551.24
2025-04-29 10:20:00,551.19,551.29,549.41,549.92
2025-04-29 10:30:00,549.9,552.02,549.82,551.79
2025-04-29 10:40:00,551.81,552.21,551.24,551.96
2025-04-29 10:50:00,551.96,553.05,551.51,552.96
2025-04-29 11:00:00,552.97,553.29,552.14,552.7
2025-04-29 11:10:00,552.69,552.75,551.38,551.42
2025-04-29 11:20:00,551.42,552.55,551.05,552.24
2025-04-29 11:30:00,552.24,552.36,550.87,551.86
2025-04-29 11:40:00,551.83,552.76,551.74,552.37
2025-04-29 11:50:00,552.4,552.72,551.55,551.73
2025-04-29 12:00:00,551.73,553.45,551.71,553.33
2025-04-29 12:10:00,553.34,553.4,552.53,552.6
2025-04-29 12:20:00,552.62,552.97,552.44,552.89
2025-04-29 12:30:00,552.9,553.19,552.24,552.37
2025-04-29 12:40:00,552.4,553.04,550.98,551.34
2025-04-29 12:50:00,551.34,551.76,550.51,551.07
2025-04-29 13:00:00,551.08,551.6,550.77,551.26
2025-04-29 13:10:00,551.26,552.71,550.86,552.61
2025-04-29 13:20:00,552.61,552.98,552.23,552.63
2025-04-29 13:30:00,552.65,553.35,552.54,553.34
2025-04-29 13:40:00,553.35,555.1,553.32,554.9
2025-04-29 13:50:00,554.9,555.1,554.35,554.73
2025-04-29 14:00:00,554.74,555.44,554.53,554.81
2025-04-29 14:10:00,554.82,555.19,554.41,554.67
2025-04-29 14:20:00,554.69,555.15,554.12,554.91
2025-04-29 14:30:00,554.9,555.25,554.41,555.14
2025-04-29 14:40:00,555.14,555.22,554.51,554.66
2025-04-29 14:50:00,554.63,554.81,554.12,554.33
2025-04-29 15:00:00,554.34,555.27,554.19,554.7
2025-04-29 15:10:00,554.72,555.01,554.32,554.53
2025-04-29 15:20:00,554.57,555.05,554.3,554.6
2025-04-29 15:30:00,554.63,554.79,554.14,554.36
2025-04-29 15:40:00,554.38,555.0,553.82,554.94
2025-04-29 15:50:00,554.94,555.45,553.89,554.14
2025-04-30 09:30:00,547.59,547.59,544.19,544.27
2025-04-30 09:40:00,544.27,544.57,542.6,544.21
2025-04-30 09:50:00,544.2,544.28,541.52,541.94
2025-04-30 10:00:00,541.92,544.15,541.63,543.88
2025-04-30 10:10:00,543.92,545.36,543.5,545.26
2025-04-30 10:20:00,545.23,546.49,544.88,546.31
2025-04-30 10:30:00,546.31,547.12,545.55,546.17
2025-04-30 10:40:00,546.19,547.08,545.31,546.56
2025-04-30 10:50:00,546.55,547.46,545.7,546.97
2025-04-30 11:00:00,546.98,548.79,546.89,548.51
2025-04-30 11:10:00,548.55,549.09,548.3,548.81
2025-04-30 11:20:00,548.79,549.74,548.24,549.01
2025-04-30 11:30:00,549.0,549.57,548.71,549.11
2025-04-30 11:40:00,549.15,549.84,548.77,549.45
2025-04-30 11:50:00,549.47,549.75,548.61,549.49
2025-04-30 12:00:00,549.43,550.24,549.08,549.68
2025-04-30 12:10:00,549.68,549.7,548.72,548.93
2025-04-30 12:20:00,548.94,549.06,547.78,548.09
2025-04-30 12:30:00,548.09,549.17,547.41,549.12
2025-04-30 12:40:00,549.13,549.52,548.73,548.97
2025-04-30 12:50:00,548.97,549.77,548.88,549.56
2025-04-30 13:00:00,549.55,549.87,548.37,548.49
2025-04-30 13:10:00,548.48,548.89,547.14,548.69
2025-04-30 13:20:00,548.72,550.15,548.64,550.03
2025-04-30 13:30:00,550.0,551.12,549.77,550.52
2025-04-30 13:40:00,550.5,550.96,550.31,550.54
2025-04-30 13:50:00,550.54,551.06,550.37,550.47
2025-04-30 14:00:00,550.48,553.1,549.93,551.07
2025-04-30 14:10:00,551.04,552.41,550.86,551.72
2025-04-30 14:20:00,551.74,551.92,549.75,550.48
2025-04-30 14:30:00,550.45,551.11,549.38,549.43
2025-04-30 14:40:00,549.42,550.89,549.11,550.6
2025-04-30 14:50:00,550.55,550.89,549.48,549.6
2025-04-30 15:00:00,549.59,550.51,549.59,550.18
2025-04-30 15:10:00,550.17,551.03,550.0,550.38
2025-04-30 15:20:00,550.38,552.51,549.63,549.79
2025-04-30 15:30:00,549.82,551.72,549.38,549.93
2025-04-30 15:40:00,549.94,553.04,549.75,552.85
2025-04-30 15:50:00,552.86,556.52,552.73,554.35
2025-05-01 09:30:00,560.37,561.0,559.05,559.61
2025-05-01 09:40:00,559.61,560.95,559.25,560.72
2025-05-01 09:50:00,560.72,561.36,558.65,558.85
2025-05-01 10:00:00,558.85,561.07,558.83,559.93
2025-05-01 10:10:00,559.91,561.14,559.41,560.66
2025-05-01 10:20:00,560.67,562.21,560.65,562.03
2025-05-01 10:30:00,562.05,562.63,561.16,562.56
2025-05-01 10:40:00,562.57,562.89,562.11,562.72
2025-05-01 10:50:00,562.74,563.4,562.42,563.35
2025-05-01 11:00:00,563.36,563.42,562.68,563.27
2025-05-01 11:10:00,563.26,564.07,563.2,563.83
2025-05-01 11:20:00,563.83,563.88,563.17,563.26
2025-05-01 11:30:00,563.26,563.44,562.37,562.71
2025-05-01 11:40:00,562.69,562.78,561.74,561.8
2025-05-01 11:50:00,561.8,561.88,559.69,560.38
2025-05-01 12:00:00,560.4,561.26,559.89,561.21
2025-05-01 12:10:00,561.21,561.21,559.06,559.78
2025-05-01 12:20:00,559.84,560.65,559.36,560.31
2025-05-01 12:30:00,560.31,560.96,560.11,560.69
2025-05-01 12:40:00,560.7,560.7,559.37,559.55
2025-05-01 12:50:00,559.52,560.16,559.2,559.69
2025-05-01 13:00:00,559.64,561.49,559.64,561.41
2025-05-01 13:10:00,561.43,561.95,561.18,561.76
2025-05-01 13:20:00,561.74,561.94,560.95,561.34
2025-05-01 13:30:00,561.35,561.72,561.11,561.22
2025-05-01 13:40:00,561.2,561.2,559.89,560.68
2025-05-01 13:50:00,560.67,560.97,560.18,560.57
2025-05-01 14:00:00,560.58,561.97,560.47,561.8
2025-05-01 14:10:00,561.78,562.35,561.65,562.15
2025-05-01 14:20:00,562.15,562.16,561.05,561.89
2025-05-01 14:30:00,561.9,562.21,561.75,562.04
2025-05-01 14:40:00,562.06,562.69,561.8,562.25
2025-05-01 14:50:00,562.26,562.36,561.62,561.71
2025-05-01 15:00:00,561.73,562.01,561.31,561.36
2025-05-01 15:10:00,561.35,561.81,560.86,561.68
2025-05-01 15:20:00,561.66,562.13,561.53,562.03
2025-05-01 15:30:00,562.02,562.17,561.36,561.37
2025-05-01 15:40:00,561.4,562.29,561.11,562.19
2025-05-01 15:50:00,562.17,562.49,557.86,558.46
2025-05-02 09:30:00,564.69,565.48,563.83,564.91
2025-05-02 09:40:00,564.9,565.16,563.39,563.63
2025-05-02 09:50:00,563.6,564.0,562.38,563.62
2025-05-02 10:00:00,563.64,564.96,563.27,564.83
2025-05-02 10:10:00,564.82,565.81,564.47,565.31
2025-05-02 10:20:00,565.31,566.32,564.63,566.3
2025-05-02 10:30:00,566.3,566.31,565.13,565.85
2025-05-02 10:40:00,565.8,565.93,564.88,565.34
2025-05-02 10:50:00,565.3,565.86,564.75,565.8
2025-05-02 11:00:00,565.8,566.13,565.33,565.37
2025-05-02 11:10:00,565.39,566.09,565.27,565.67
2025-05-02 11:20:00,565.64,565.75,564.51,564.65
2025-05-02 11:30:00,564.67,565.83,564.46,565.83
2025-05-02 11:40:00,565.83,566.18,565.63,566.1
2025-05-02 11:50:00,566.08,566.39,565.58,566.23
2025-05-02 12:00:00,566.23,567.94,566.16,567.19
2025-05-02 12:10:00,567.19,567.93,566.91,567.8
2025-05-02 12:20:00,567.82,567.88,567.12,567.2
2025-05-02 12:30:00,567.2,568.08,567.15,567.92
2025-05-02 12:40:00,567.91,568.01,567.42,567.67
2025-05-02 12:50:00,567.71,567.78,567.26,567.5
2025-05-02 13:00:00,567.5,567.77,566.86,566.89
2025-05-02 13:10:00,566.9,567.05,566.42,566.68
2025-05-02 13:20:00,566.68,567.3,566.36,566.78
2025-05-02 13:30:00,566.78,567.08,566.5,567.03
2025-05-02 13:40:00,567.04,567.61,566.68,567.08
2025-05-02 13:50:00,567.09,567.43,566.8,567.25
2025-05-02 14:00:00,567.25,567.82,567.15,567.67
2025-05-02 14:10:00,567.66,567.96,567.6,567.71
2025-05-02 14:20:00,567.72,567.83,567.47,567.65
2025-05-02 14:30:00,567.68,568.38,567.66,568.11
2025-05-02 14:40:00,568.09,568.24,566.7,566.78
2025-05-02 14:50:00,566.78,567.5,566.45,567.1
2025-05-02 15:00:00,567.08,567.14,566.15,566.96
2025-05-02 15:10:00,566.93,567.49,566.38,567.4
2025-05-02 15:20:00,567.4,567.93,567.35,567.67
